Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month
2017-04-30,Kitsap,WA,Truck,1.0,0.0,1.0,52312.0,52313.0,0.0,2017,4
2018-07-31,Jefferson,WA,Passenger,147.0,99.0,246.0,24579.0,24825.0,0.99,2018,7
2021-06-30,Riverside,CA,Passenger,5.0,1.0,6.0,558.0,564.0,1.06,2021,6
2018-11-30,Broward,FL,Passenger,2.0,1.0,3.0,135.0,138.0,2.17,2018,11
2021-07-31,Manassas,VA,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2021,7
2019-05-31,Collier,FL,Passenger,1.0,0.0,1.0,20.0,21.0,4.76,2019,5
2019-10-31,Albemarle,VA,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2019,10
2018-04-30,Twin Falls,ID,Passenger,0.0,1.0,1.0,24.0,25.0,4.0,2018,4
2020-08-31,Grant,WA,Passenger,66.0,75.0,141.0,65386.0,65527.0,0.22,2020,8
2018-04-30,Whatcom,WA,Truck,2.0,0.0,2.0,42124.0,42126.0,0.0,2018,4
2017-02-28,Dane,WI,Passenger,1.0,0.0,1.0,169.0,170.0,0.59,2017,2
2020-07-31,Middlesex,MA,Passenger,1.0,1.0,2.0,96.0,98.0,2.04,2020,7
2020-04-30,Henrico,VA,Passenger,0.0,1.0,1.0,20.0,21.0,4.76,2020,4
2017-09-30,San Juan,WA,Passenger,117.0,42.0,159.0,13673.0,13832.0,1.15,2017,9
2020-04-30,Pacific,WA,Passenger,30.0,34.0,64.0,15832.0,15896.0,0.4,2020,4
2021-02-28,Whatcom,WA,Truck,3.0,0.0,3.0,43626.0,43629.0,0.01,2021,2
2019-09-30,Santa Clara,CA,Passenger,4.0,2.0,6.0,373.0,379.0,1.58,2019,9
2020-04-30,Bexar,TX,Passenger,1.0,5.0,6.0,638.0,644.0,0.93,2020,4
2022-09-30,Goochland,VA,Passenger,1.0,2.0,3.0,98.0,101.0,2.97,2022,9
2022-02-28,New York,NY,Passenger,1.0,0.0,1.0,39.0,40.0,2.5,2022,2
2023-01-31,Mason,WA,Truck,8.0,0.0,8.0,20867.0,20875.0,0.04,2023,1
2022-11-30,Riverside,CA,Passenger,7.0,0.0,7.0,443.0,450.0,1.56,2022,11
2017-07-31,Maui,HI,Passenger,1.0,0.0,1.0,69.0,70.0,1.43,2017,7
2022-10-31,Eau Claire,WI,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2022,10
2019-03-31,San Juan,WA,Passenger,197.0,70.0,267.0,14285.0,14552.0,1.83,2019,3
2021-03-31,Asotin,WA,Truck,0.0,0.0,0.0,6723.0,6723.0,0.0,2021,3
2017-04-30,Dakota,MN,Passenger,0.0,1.0,1.0,41.0,42.0,2.38,2017,4
2022-08-31,Manassas,VA,Passenger,0.0,1.0,1.0,8.0,9.0,11.11,2022,8
2022-05-31,Ferry,WA,Passenger,20.0,4.0,24.0,4434.0,4458.0,0.54,2022,5
2017-06-30,Dane,WI,Passenger,1.0,0.0,1.0,104.0,105.0,0.95,2017,6
2021-01-31,Howard,IN,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2021,1
2022-10-31,Orange,NC,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2022,10
2017-05-31,Yakima,WA,Truck,0.0,0.0,0.0,57279.0,57279.0,0.0,2017,5
2017-04-30,Virginia Beach,VA,Passenger,2.0,1.0,3.0,640.0,643.0,0.47,2017,4
2020-04-30,Orange,CA,Passenger,7.0,2.0,9.0,517.0,526.0,1.71,2020,4
2021-09-30,Kauai,HI,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2021,9
2023-02-28,Oldham,KY,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2023,2
2019-11-30,Greene,MO,Passenger,0.0,1.0,1.0,33.0,34.0,2.94,2019,11
2023-11-30,Autauga,AL,Passenger,2.0,0.0,2.0,10.0,12.0,16.67,2023,11
2023-01-31,Kootenai,ID,Truck,1.0,0.0,1.0,30.0,31.0,3.23,2023,1
2022-08-31,Queens,NY,Passenger,1.0,0.0,1.0,43.0,44.0,2.27,2022,8
2020-03-31,Collier,FL,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2020,3
2018-11-30,Lincoln,WA,Passenger,2.0,6.0,8.0,7771.0,7779.0,0.1,2018,11
2022-10-31,Wahkiakum,WA,Truck,1.0,0.0,1.0,1798.0,1799.0,0.06,2022,10
2022-04-30,Boulder,CO,Passenger,2.0,0.0,2.0,43.0,45.0,4.44,2022,4
2021-04-30,Bucks,PA,Passenger,1.0,0.0,1.0,20.0,21.0,4.76,2021,4
2021-07-31,Frederick,MD,Passenger,1.0,1.0,2.0,68.0,70.0,2.86,2021,7
2023-03-31,Whitman,WA,Passenger,131.0,71.0,202.0,22011.0,22213.0,0.91,2023,3
2020-09-30,Lake,FL,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2020,9
2020-11-30,Harrison,MS,Passenger,1.0,0.0,1.0,56.0,57.0,1.75,2020,11
2022-05-31,Sevier,AR,Passenger,0.0,1.0,1.0,0.0,1.0,100.0,2022,5
2022-01-31,Klickitat,WA,Passenger,90.0,54.0,144.0,15301.0,15445.0,0.93,2022,1
2021-02-28,Alexandria,VA,Passenger,3.0,0.0,3.0,130.0,133.0,2.26,2021,2
2022-12-31,Champaign,IL,Passenger,1.0,0.0,1.0,12.0,13.0,7.69,2022,12
2023-01-31,Coryell,TX,Passenger,1.0,0.0,1.0,84.0,85.0,1.18,2023,1
2020-09-30,Montgomery,AL,Passenger,0.0,1.0,1.0,40.0,41.0,2.44,2020,9
2022-07-31,Saratoga,NY,Passenger,1.0,0.0,1.0,43.0,44.0,2.27,2022,7
2023-09-30,Greene,OH,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2023,9
2022-12-31,Mason,WA,Truck,6.0,0.0,6.0,20837.0,20843.0,0.03,2022,12
2022-06-30,Kern,CA,Passenger,0.0,1.0,1.0,195.0,196.0,0.51,2022,6
2021-06-30,Mercer,NJ,Passenger,0.0,1.0,1.0,13.0,14.0,7.14,2021,6
2024-02-29,Essex,NJ,Passenger,2.0,1.0,3.0,7.0,10.0,30.0,2024,2
2023-05-31,Eau Claire,WI,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2023,5
2022-11-30,Clark,WA,Passenger,4777.0,1976.0,6753.0,314796.0,321549.0,2.1,2022,11
2017-04-30,Bergen,NJ,Passenger,0.0,2.0,2.0,33.0,35.0,5.71,2017,4
2023-11-30,Palm Beach,FL,Passenger,0.0,1.0,1.0,33.0,34.0,2.94,2023,11
2020-10-31,Pierce,WA,Truck,0.0,0.0,0.0,144337.0,144337.0,0.0,2020,10
2018-11-30,Wahkiakum,WA,Truck,0.0,0.0,0.0,1704.0,1704.0,0.0,2018,11
2018-04-30,Garfield,WA,Passenger,1.0,0.0,1.0,1330.0,1331.0,0.08,2018,4
2018-10-31,Nassau,NY,Passenger,3.0,0.0,3.0,38.0,41.0,7.32,2018,10
2024-02-29,Carroll,MD,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2024,2
2019-06-30,Skamania,WA,Truck,0.0,0.0,0.0,4061.0,4061.0,0.0,2019,6
2021-12-31,Santa Clara,CA,Passenger,8.0,1.0,9.0,259.0,268.0,3.36,2021,12
2017-09-30,Montgomery,TX,Passenger,1.0,0.0,1.0,62.0,63.0,1.59,2017,9
2019-01-31,Lumpkin,GA,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2019,1
2021-11-30,Coryell,TX,Passenger,1.0,0.0,1.0,106.0,107.0,0.93,2021,11
2022-09-30,Douglas,CO,Passenger,0.0,1.0,1.0,74.0,75.0,1.33,2022,9
2021-10-31,Duval,FL,Passenger,0.0,2.0,2.0,337.0,339.0,0.59,2021,10
2023-08-31,Montgomery,MD,Passenger,6.0,3.0,9.0,173.0,182.0,4.95,2023,8
2023-02-28,Deschutes,OR,Passenger,1.0,0.0,1.0,73.0,74.0,1.35,2023,2
2020-08-31,Polk,FL,Passenger,1.0,0.0,1.0,71.0,72.0,1.39,2020,8
2021-02-28,Duval,FL,Passenger,0.0,2.0,2.0,358.0,360.0,0.56,2021,2
2023-09-30,Cook,IL,Passenger,4.0,1.0,5.0,143.0,148.0,3.38,2023,9
2023-10-31,Howard,MD,Passenger,0.0,2.0,2.0,52.0,54.0,3.7,2023,10
2018-11-30,Klickitat,WA,Passenger,23.0,32.0,55.0,15420.0,15475.0,0.36,2018,11
2017-03-31,Franklin,WA,Passenger,26.0,47.0,73.0,55304.0,55377.0,0.13,2017,3
2017-02-28,Marion,OR,Passenger,1.0,0.0,1.0,207.0,208.0,0.48,2017,2
2022-01-31,Contra Costa,CA,Passenger,1.0,4.0,5.0,252.0,257.0,1.95,2022,1
2019-12-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,48.0,49.0,2.04,2019,12
2021-10-31,Harford,MD,Passenger,1.0,1.0,2.0,54.0,56.0,3.57,2021,10
2021-10-31,Miami-Dade,FL,Passenger,1.0,0.0,1.0,95.0,96.0,1.04,2021,10
2018-12-31,Jefferson,NY,Passenger,0.0,1.0,1.0,232.0,233.0,0.43,2018,12
2018-12-31,El Paso,TX,Passenger,1.0,0.0,1.0,495.0,496.0,0.2,2018,12
2022-07-31,Kern,CA,Passenger,0.0,1.0,1.0,195.0,196.0,0.51,2022,7
2021-12-31,Meade,KY,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2021,12
2023-11-30,Alameda,CA,Passenger,4.0,1.0,5.0,143.0,148.0,3.38,2023,11
2021-12-31,Rogers,OK,Passenger,1.0,0.0,1.0,4.0,5.0,20.0,2021,12
2021-05-31,Meade,KY,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2021,5
2020-09-30,Klamath,OR,Passenger,1.0,0.0,1.0,34.0,35.0,2.86,2020,9
2019-03-31,Douglas,NE,Passenger,0.0,1.0,1.0,66.0,67.0,1.49,2019,3
2023-12-31,St. Louis,MO,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2023,12
2019-01-31,Madison,ID,Passenger,1.0,0.0,1.0,38.0,39.0,2.56,2019,1
2021-05-31,Whatcom,WA,Passenger,1386.0,596.0,1982.0,150916.0,152898.0,1.3,2021,5
2021-11-30,Spokane,WA,Passenger,1259.0,748.0,2007.0,326798.0,328805.0,0.61,2021,11
2020-11-30,Walla Walla,WA,Passenger,95.0,66.0,161.0,36055.0,36216.0,0.44,2020,11
2021-12-31,Geary,KS,Passenger,1.0,0.0,1.0,97.0,98.0,1.02,2021,12
2019-12-31,Jefferson,WA,Truck,0.0,0.0,0.0,9644.0,9644.0,0.0,2019,12
2021-07-31,Montgomery,TX,Passenger,1.0,1.0,2.0,46.0,48.0,4.17,2021,7
2018-08-31,Maui,HI,Passenger,1.0,0.0,1.0,56.0,57.0,1.75,2018,8
2021-04-30,Skagit,WA,Truck,1.0,0.0,1.0,33013.0,33014.0,0.0,2021,4
2021-06-30,Carroll,MD,Passenger,0.0,1.0,1.0,17.0,18.0,5.56,2021,6
2018-07-31,Grays Harbor,WA,Truck,0.0,0.0,0.0,20222.0,20222.0,0.0,2018,7
2023-03-31,El Paso,TX,Passenger,3.0,0.0,3.0,304.0,307.0,0.98,2023,3
2018-10-31,Kent,MI,Passenger,0.0,1.0,1.0,27.0,28.0,3.57,2018,10
2020-05-31,Williams,ND,Passenger,0.0,1.0,1.0,11.0,12.0,8.33,2020,5
2019-04-30,Travis,TX,Passenger,4.0,1.0,5.0,209.0,214.0,2.34,2019,4
2022-11-30,Orange,FL,Passenger,1.0,0.0,1.0,80.0,81.0,1.23,2022,11
2022-08-31,Arapahoe,CO,Passenger,0.0,1.0,1.0,87.0,88.0,1.14,2022,8
2021-12-31,Pend Oreille,WA,Truck,0.0,0.0,0.0,5698.0,5698.0,0.0,2021,12
2019-03-31,Randolph,NC,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2019,3
2021-10-31,Deschutes,OR,Passenger,1.0,0.0,1.0,115.0,116.0,0.86,2021,10
2021-10-31,Pierce,WA,Passenger,4000.0,2080.0,6080.0,557433.0,563513.0,1.08,2021,10
2018-11-30,Yakima,WA,Truck,0.0,0.0,0.0,58746.0,58746.0,0.0,2018,11
2022-03-31,Ada,ID,Passenger,1.0,0.0,1.0,187.0,188.0,0.53,2022,3
2023-05-31,Ada,ID,Passenger,2.0,0.0,2.0,120.0,122.0,1.64,2023,5
2018-02-28,Cook,IL,Passenger,1.0,0.0,1.0,287.0,288.0,0.35,2018,2
2019-12-31,Henrico,VA,Passenger,0.0,1.0,1.0,20.0,21.0,4.76,2019,12
2020-12-31,Williams,ND,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2020,12
2021-11-30,District of Columbia,DC,Passenger,4.0,0.0,4.0,194.0,198.0,2.02,2021,11
2020-06-30,Whitman,WA,Truck,0.0,0.0,0.0,8511.0,8511.0,0.0,2020,6
2020-08-31,Putnam,TN,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2020,8
2019-02-28,Collier,FL,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2019,2
2019-08-31,Kittitas,WA,Passenger,79.0,44.0,123.0,29744.0,29867.0,0.41,2019,8
2020-02-29,Ferry,WA,Truck,0.0,0.0,0.0,3583.0,3583.0,0.0,2020,2
2017-11-30,Manassas,VA,Passenger,0.0,1.0,1.0,9.0,10.0,10.0,2017,11
2020-09-30,Albemarle,VA,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2020,9
2019-12-31,Wahkiakum,WA,Truck,0.0,0.0,0.0,1754.0,1754.0,0.0,2019,12
2023-05-31,Prince George's,MD,Passenger,2.0,1.0,3.0,117.0,120.0,2.5,2023,5
2022-10-31,Wichita,TX,Passenger,2.0,0.0,2.0,39.0,41.0,4.88,2022,10
2017-07-31,Anne Arundel,MD,Passenger,0.0,1.0,1.0,498.0,499.0,0.2,2017,7
2020-02-29,Garfield,WA,Passenger,0.0,1.0,1.0,1348.0,1349.0,0.07,2020,2
2019-12-31,Solano,CA,Passenger,1.0,0.0,1.0,208.0,209.0,0.48,2019,12
2023-08-31,Philadelphia,PA,Passenger,1.0,0.0,1.0,34.0,35.0,2.86,2023,8
2019-12-31,San Juan,WA,Truck,0.0,0.0,0.0,5931.0,5931.0,0.0,2019,12
2017-02-28,Manassas,VA,Passenger,0.0,1.0,1.0,8.0,9.0,11.11,2017,2
2017-03-31,Saratoga,NY,Passenger,1.0,1.0,2.0,76.0,78.0,2.56,2017,3
2018-10-31,Utah,UT,Passenger,0.0,1.0,1.0,144.0,145.0,0.69,2018,10
2022-01-31,Columbia,OR,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2022,1
2023-10-31,Champaign,IL,Passenger,1.0,0.0,1.0,13.0,14.0,7.14,2023,10
2019-10-31,Williamson,TX,Passenger,0.0,2.0,2.0,148.0,150.0,1.33,2019,10
2019-04-30,Clay,FL,Passenger,0.0,1.0,1.0,86.0,87.0,1.15,2019,4
2023-01-31,Harford,MD,Passenger,1.0,1.0,2.0,42.0,44.0,4.55,2023,1
2023-10-31,Portsmouth,VA,Passenger,0.0,1.0,1.0,66.0,67.0,1.49,2023,10
2024-01-31,Charles,MD,Passenger,1.0,1.0,2.0,47.0,49.0,4.08,2024,1
2021-02-28,Thurston,WA,Truck,0.0,0.0,0.0,56432.0,56432.0,0.0,2021,2
2020-01-31,Calvert,MD,Passenger,0.0,2.0,2.0,90.0,92.0,2.17,2020,1
2017-09-30,Yakima,WA,Passenger,57.0,69.0,126.0,160605.0,160731.0,0.08,2017,9
2019-09-30,Okanogan,WA,Passenger,24.0,26.0,50.0,26231.0,26281.0,0.19,2019,9
2021-06-30,Clallam,WA,Passenger,329.0,217.0,546.0,50486.0,51032.0,1.07,2021,6
2017-09-30,New London,CT,Passenger,1.0,0.0,1.0,246.0,247.0,0.4,2017,9
2019-12-31,Goochland,VA,Passenger,2.0,1.0,3.0,270.0,273.0,1.1,2019,12
2021-03-31,Douglas,CO,Passenger,0.0,1.0,1.0,82.0,83.0,1.2,2021,3
2021-04-30,Denver,CO,Passenger,1.0,0.0,1.0,119.0,120.0,0.83,2021,4
2023-01-31,Yavapai,AZ,Passenger,0.0,1.0,1.0,22.0,23.0,4.35,2023,1
2019-10-31,Kent,MI,Passenger,0.0,1.0,1.0,25.0,26.0,3.85,2019,10
2022-11-30,Anchorage,AK,Passenger,1.0,0.0,1.0,123.0,124.0,0.81,2022,11
2023-11-30,El Dorado,CA,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2023,11
2018-01-31,Charles,MD,Passenger,0.0,1.0,1.0,83.0,84.0,1.19,2018,1
2023-07-31,San Juan,WA,Passenger,627.0,174.0,801.0,13784.0,14585.0,5.49,2023,7
2022-02-28,San Juan,WA,Truck,1.0,0.0,1.0,6016.0,6017.0,0.02,2022,2
2021-01-31,Moore,NC,Passenger,0.0,1.0,1.0,146.0,147.0,0.68,2021,1
2023-12-31,Ada,ID,Passenger,2.0,0.0,2.0,83.0,85.0,2.35,2023,12
2022-05-31,Multnomah,OR,Passenger,0.0,4.0,4.0,568.0,572.0,0.7,2022,5
2019-09-30,Moore,NC,Passenger,0.0,1.0,1.0,183.0,184.0,0.54,2019,9
2018-02-28,Eagle,CO,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2018,2
2021-01-31,Columbia,WA,Passenger,5.0,3.0,8.0,2451.0,2459.0,0.33,2021,1
2022-05-31,Albemarle,VA,Passenger,3.0,0.0,3.0,20.0,23.0,13.04,2022,5
2020-03-31,Suffolk,MA,Passenger,0.0,2.0,2.0,38.0,40.0,5.0,2020,3
2017-07-31,Snohomish,WA,Truck,1.0,0.0,1.0,121770.0,121771.0,0.0,2017,7
2019-08-31,Columbia,WA,Truck,0.0,0.0,0.0,1531.0,1531.0,0.0,2019,8
2022-12-31,Grant,WA,Passenger,231.0,112.0,343.0,66811.0,67154.0,0.51,2022,12
2020-08-31,Wahkiakum,WA,Passenger,6.0,6.0,12.0,3028.0,3040.0,0.39,2020,8
2017-03-31,San Diego,CA,Passenger,5.0,1.0,6.0,2805.0,2811.0,0.21,2017,3
2021-01-31,Clackamas,OR,Passenger,3.0,0.0,3.0,179.0,182.0,1.65,2021,1
2021-05-31,Wilson,TX,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2021,5
2018-04-30,Orange,CA,Passenger,3.0,1.0,4.0,588.0,592.0,0.68,2018,4
2024-02-29,Maui,HI,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2024,2
2023-06-30,St. Louis,MN,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2023,6
2018-03-31,Lee,AL,Passenger,1.0,0.0,1.0,33.0,34.0,2.94,2018,3
2019-01-31,Grant,WA,Passenger,33.0,53.0,86.0,64359.0,64445.0,0.13,2019,1
2020-01-31,Walla Walla,WA,Truck,0.0,0.0,0.0,13708.0,13708.0,0.0,2020,1
2021-09-30,Multnomah,OR,Passenger,2.0,6.0,8.0,653.0,661.0,1.21,2021,9
2023-03-31,Currituck,NC,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2023,3
2020-08-31,Williams,ND,Passenger,0.0,1.0,1.0,11.0,12.0,8.33,2020,8
2022-04-30,Duval,FL,Passenger,0.0,2.0,2.0,303.0,305.0,0.66,2022,4
2021-02-28,Franklin,WA,Truck,0.0,0.0,0.0,20507.0,20507.0,0.0,2021,2
2018-11-30,San Juan,WA,Truck,0.0,0.0,0.0,5803.0,5803.0,0.0,2018,11
2023-04-30,Carroll,MD,Passenger,0.0,1.0,1.0,19.0,20.0,5.0,2023,4
2018-08-31,Monroe,IL,Passenger,1.0,0.0,1.0,4.0,5.0,20.0,2018,8
2021-07-31,Powhatan,VA,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2021,7
2017-01-31,Pierce,WA,Passenger,822.0,751.0,1573.0,528213.0,529786.0,0.3,2017,1
2017-09-30,Deschutes,OR,Passenger,1.0,0.0,1.0,198.0,199.0,0.5,2017,9
2023-12-31,El Paso,TX,Passenger,3.0,0.0,3.0,254.0,257.0,1.17,2023,12
2023-05-31,Honolulu,HI,Passenger,3.0,3.0,6.0,287.0,293.0,2.05,2023,5
2022-09-30,Walla Walla,WA,Passenger,187.0,104.0,291.0,35808.0,36099.0,0.81,2022,9
2021-08-31,Cook,IL,Passenger,1.0,0.0,1.0,219.0,220.0,0.45,2021,8
2020-10-31,Skagit,WA,Passenger,466.0,231.0,697.0,91494.0,92191.0,0.76,2020,10
2017-02-28,Anne Arundel,MD,Passenger,0.0,1.0,1.0,509.0,510.0,0.2,2017,2
2023-06-30,Cumberland,NC,Passenger,1.0,4.0,5.0,319.0,324.0,1.54,2023,6
2023-01-31,Pulaski,AR,Passenger,3.0,0.0,3.0,24.0,27.0,11.11,2023,1
2023-11-30,Williamsburg,VA,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2023,11
2017-10-31,Norfolk,VA,Passenger,1.0,1.0,2.0,311.0,313.0,0.64,2017,10
2022-02-28,Adams,WA,Truck,0.0,0.0,0.0,5458.0,5458.0,0.0,2022,2
2018-12-31,Allegheny,PA,Passenger,1.0,0.0,1.0,88.0,89.0,1.12,2018,12
2021-08-31,Vigo,IN,Passenger,1.0,0.0,1.0,5.0,6.0,16.67,2021,8
2020-01-31,El Paso,CO,Passenger,2.0,1.0,3.0,755.0,758.0,0.4,2020,1
2018-10-31,Valencia,NM,Passenger,1.0,0.0,1.0,12.0,13.0,7.69,2018,10
2018-01-31,Nueces,TX,Passenger,1.0,1.0,2.0,94.0,96.0,2.08,2018,1
2020-01-31,Nassau,NY,Passenger,4.0,0.0,4.0,44.0,48.0,8.33,2020,1
2023-02-28,Island,WA,Truck,20.0,0.0,20.0,21079.0,21099.0,0.09,2023,2
2019-06-30,Skagit,WA,Truck,1.0,0.0,1.0,32438.0,32439.0,0.0,2019,6
2018-03-31,Riverside,CA,Passenger,2.0,2.0,4.0,705.0,709.0,0.56,2018,3
2018-12-31,New London,CT,Passenger,0.0,1.0,1.0,249.0,250.0,0.4,2018,12
2023-08-31,Miami-Dade,FL,Passenger,1.0,0.0,1.0,53.0,54.0,1.85,2023,8
2024-01-31,Clark,NV,Passenger,5.0,2.0,7.0,334.0,341.0,2.05,2024,1
2023-03-31,Ventura,CA,Passenger,3.0,2.0,5.0,218.0,223.0,2.24,2023,3
2022-07-31,Washtenaw,MI,Passenger,0.0,1.0,1.0,28.0,29.0,3.45,2022,7
2018-10-31,Manassas,VA,Passenger,0.0,1.0,1.0,9.0,10.0,10.0,2018,10
2019-02-28,Arlington,VA,Passenger,1.0,2.0,3.0,164.0,167.0,1.8,2019,2
2022-02-28,Palm Beach,FL,Passenger,0.0,1.0,1.0,55.0,56.0,1.79,2022,2
2020-02-29,Richland,SC,Passenger,0.0,1.0,1.0,160.0,161.0,0.62,2020,2
2022-11-30,Grays Harbor,WA,Truck,3.0,0.0,3.0,21098.0,21101.0,0.01,2022,11
2017-10-31,Essex,NJ,Passenger,1.0,0.0,1.0,15.0,16.0,6.25,2017,10
2023-02-28,Houston,GA,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2023,2
2021-01-31,Calvert,MD,Passenger,0.0,2.0,2.0,85.0,87.0,2.3,2021,1
2022-06-30,Wilson,TX,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2022,6
2021-08-31,Danville,VA,Passenger,1.0,0.0,1.0,0.0,1.0,100.0,2021,8
2021-09-30,Clark,WA,Passenger,3150.0,1484.0,4634.0,321633.0,326267.0,1.42,2021,9
2021-09-30,Skagit,WA,Passenger,640.0,291.0,931.0,91629.0,92560.0,1.01,2021,9
2021-12-31,Ferry,WA,Passenger,14.0,3.0,17.0,4442.0,4459.0,0.38,2021,12
2017-03-31,Montgomery,MD,Passenger,1.0,0.0,1.0,308.0,309.0,0.32,2017,3
2020-09-30,Placer,CA,Passenger,2.0,0.0,2.0,92.0,94.0,2.13,2020,9
2020-05-31,Larimer,CO,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2020,5
2020-08-31,New Haven,CT,Passenger,0.0,2.0,2.0,36.0,38.0,5.26,2020,8
2023-12-31,Lee,AL,Passenger,1.0,0.0,1.0,11.0,12.0,8.33,2023,12
2023-06-30,DeKalb,GA,Passenger,2.0,0.0,2.0,42.0,44.0,4.55,2023,6
2019-09-30,Travis,TX,Passenger,4.0,1.0,5.0,216.0,221.0,2.26,2019,9
2019-02-28,Cowlitz,WA,Passenger,82.0,100.0,182.0,72433.0,72615.0,0.25,2019,2
2019-06-30,Pima,AZ,Passenger,0.0,1.0,1.0,409.0,410.0,0.24,2019,6
2019-11-30,Loudoun,VA,Passenger,1.0,0.0,1.0,96.0,97.0,1.03,2019,11
2019-07-31,Montgomery,TX,Passenger,1.0,0.0,1.0,64.0,65.0,1.54,2019,7
2017-10-31,Kitsap,WA,Passenger,661.0,355.0,1016.0,174866.0,175882.0,0.58,2017,10
2022-04-30,Skamania,WA,Passenger,67.0,46.0,113.0,8212.0,8325.0,1.36,2022,4
2020-02-29,El Paso,CO,Passenger,2.0,0.0,2.0,756.0,758.0,0.26,2020,2
2020-02-29,Larimer,CO,Passenger,1.0,0.0,1.0,51.0,52.0,1.92,2020,2
2022-11-30,Sarpy,NE,Passenger,1.0,0.0,1.0,60.0,61.0,1.64,2022,11
2020-09-30,Richland,SC,Passenger,0.0,1.0,1.0,147.0,148.0,0.68,2020,9
2020-07-31,Montgomery,AL,Passenger,0.0,1.0,1.0,40.0,41.0,2.44,2020,7
2022-02-28,Larimer,CO,Passenger,1.0,0.0,1.0,48.0,49.0,2.04,2022,2
2020-09-30,Whatcom,WA,Passenger,1140.0,525.0,1665.0,149351.0,151016.0,1.1,2020,9
2017-07-31,Grays Harbor,WA,Truck,0.0,0.0,0.0,19891.0,19891.0,0.0,2017,7
2020-03-31,Jefferson,NY,Passenger,0.0,1.0,1.0,211.0,212.0,0.47,2020,3
2020-05-31,St. Louis,MO,Passenger,1.0,0.0,1.0,102.0,103.0,0.97,2020,5
2022-12-31,Sheridan,WY,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2022,12
2020-02-29,Walla Walla,WA,Truck,0.0,0.0,0.0,13699.0,13699.0,0.0,2020,2
2023-07-31,Lewis,WA,Truck,7.0,0.0,7.0,25981.0,25988.0,0.03,2023,7
2020-06-30,Goochland,VA,Passenger,2.0,1.0,3.0,265.0,268.0,1.12,2020,6
2021-05-31,Boone,MO,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2021,5
2019-10-31,Shelby,OH,Passenger,0.0,1.0,1.0,2.0,3.0,33.33,2019,10
2017-04-30,San Diego,CA,Passenger,5.0,1.0,6.0,2769.0,2775.0,0.22,2017,4
2021-02-28,Nassau,FL,Passenger,1.0,0.0,1.0,34.0,35.0,2.86,2021,2
2018-01-31,Jefferson,WA,Truck,0.0,0.0,0.0,9479.0,9479.0,0.0,2018,1
2017-03-31,Lane,OR,Passenger,0.0,1.0,1.0,260.0,261.0,0.38,2017,3
2019-09-30,Wayne,MI,Passenger,0.0,1.0,1.0,64.0,65.0,1.54,2019,9
2023-04-30,Williamson,TX,Passenger,0.0,1.0,1.0,56.0,57.0,1.75,2023,4
2022-07-31,Charleston,SC,Passenger,2.0,2.0,4.0,68.0,72.0,5.56,2022,7
2022-04-30,Ferry,WA,Passenger,19.0,4.0,23.0,4405.0,4428.0,0.52,2022,4
2023-08-31,Ventura,CA,Passenger,2.0,2.0,4.0,194.0,198.0,2.02,2023,8
2024-01-31,Allegheny,PA,Passenger,1.0,0.0,1.0,44.0,45.0,2.22,2024,1
